	world	description	category	animating	footprintx	footprintz	height	filename	seqname	seqnameshad	animtrans	shadtrans	hitdensity	metal	damage	indestructible	seqnamereclamate	energy	seqnameburn	seqnameburnshad	featureburnt	burnmin	burnmax	sparktime	spreadchance	burnweapon	seqnamedie	featuredead	flamable	reclaimable	featurereclamamate	reproduce	reproducearea	blocking	geothermal	object	autoreclaimable	nodrawundergray	featurereclamate	nodisplayinfo	permanent	energy 
ReImagined HPI RAW\features\Urban\CARS.Car08	urban	Car	cars	0	1	2	15	cars	car08	carshad08	0	1	100	35	250		carec08										carboom02	carscar02	0	1		0	6	1					carscar02			
ReImagined HPI RAW\features\Urban\CARS.Car09	urban	Car	cars	0	1	2	15	cars	car09	carshad09	0	1	100	25	250		carec09										carboom02	carscar02	0	1		0	6	1					carscar02			
ReImagined HPI RAW\features\Urban\CARS.Car10	urban	Car	cars	0	1	2	15	cars	car10	carshad10	0	1	100	37	250		carec10										carboom02	carscar02	0	1		0	6	1					carscar02			
ReImagined HPI RAW\features\Urban\CARS.Car11	urban	Car	cars	0	1	1	15	cars	car11	carshad11	0	1	100	25	250		carec11										carboom02	carscar05	0	1		0	6	1					carscar05			
ReImagined HPI RAW\features\Urban\CARS.CarScar01	urban	Damaged Terrain	scars	0	2	1	0	cars	carscar01		1		0															carscar01	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\CARS.CarScar02	urban	Damaged Terrain	scars	0	1	2	0	cars	carscar02		1		0															carscar02	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\CARS.CarScar05	urban	Damaged Terrain	scars	0	1	1	0	cars	carscar05		1		0															carscar05	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\CARS2.Car12	urban	Car	cars	0	1	1	15	cars2	car12	carshad12	0	1	100	30	250		carec12										carboom02	carscar05	0	1		0	6	1					carscar05			
ReImagined HPI RAW\features\Urban\CARS2.Car13	urban	Car	cars	0	1	2	15	cars2	car13	carshad13	0	1	100	30	250		carec13										carboom02	carscar03	0	1		0	6	1					carscar03			
ReImagined HPI RAW\features\Urban\CARS2.Car14	urban	Car	cars	0	1	2	15	cars2	car14	carshad14	0	1	100	20	250		carec14										carboom02	carscar03	0	1		0	6	1					carscar03			
ReImagined HPI RAW\features\Urban\CARS2.Car15	urban	Car	cars	0	1	2	15	cars2	car15	carshad15	0	1	100	30	250		carec15										carboom02	carscar03	0	1		0	6	1					carscar03			
ReImagined HPI RAW\features\Urban\CARS2.Car16	urban	Car	cars	0	1	1	15	cars2	car16	carshad16	0	1	100	25	250		carec16										carboom01	carscar05	0	1		0	6	1					carscar05			
ReImagined HPI RAW\features\Urban\CARS2.Car17	urban	Car	cars	0	1	1	15	cars2	car17	carshad17	0	1	100	20	250		carec17										carboom01	carscar05	0	1		0	6	1					carscar05			
ReImagined HPI RAW\features\Urban\CARS2.Car18	urban	Car	cars	0	2	1	15	cars2	car18	carshad18	0	1	100	35	250		carec18										carboom01	carscar04	0	1		0	6	1					carscar04			
ReImagined HPI RAW\features\Urban\CARS2.Car19	urban	Car	cars	0	2	1	15	cars2	car19	carshad19	0	1	100	25	250		carec19										carboom01	carscar04	0	1		0	6	1					carscar04			
ReImagined HPI RAW\features\Urban\CARS2.Car20	urban	Car	cars	0	2	1	15	cars2	car20	carshad20	0	1	100	24	250		carec20										carboom01	carscar04	0	1		0	6	1					carscar04			
ReImagined HPI RAW\features\Urban\CARS2.Car21	urban	Car	cars	0	2	1	15	cars2	car21	carshad21	0	1	100	30	250		carec21										carboom01	carscar04	0	1		0	6	1					carscar04			
ReImagined HPI RAW\features\Urban\CARS2.CarScar03	urban	Damaged Terrain	scars	0	1	2	0	cars2	carscar03		1		0															carscar03	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\CARS2.CarScar04	urban	Damaged Terrain	scars	0	2	1	0	cars2	carscar04		1		0															carscar04	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\CARS2.CarScar05	urban	Damaged Terrain	scars	0	1	1	0	cars2	carscar05		1		0															carscar05	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\comstatue.comstat01	urban	Public Art	monuments	0	3	3	240	statue	comstat01	comstatshad01	0	1	90	8757	1000		comstatrec01										comstatboom01	comscar01	0	1		0	6	1					comscar01			
ReImagined HPI RAW\features\Urban\comstatue.comstat02	urban	Public Art	monuments	0	3	4	275	statue	comstat02	comstatshad02	0	1	85	8997	1000		comstatrec02										comstatboom02	comscar02	0	1		0	6	1					comscar02			
ReImagined HPI RAW\features\Urban\comstatue.pasta01	urban	Public Art	monuments	0	5	4	240	statue	pasta	pastashad	0	1	80	6549	850		pastarec										pastaboom	pastascar01	0	1		0	6	1					pastascar01			
ReImagined HPI RAW\features\Urban\comstatue.Widget19	urban	Public Hygiene Pod	machines	0	2	2	50	statue	hygiene	hygieneshad	0	1	80	100	850		hygienerec										hygieneboom	hygienescar	0	1		0	6	1					hygienescar			
ReImagined HPI RAW\features\Urban\comstatue.comscar01	urban	Damaged Terrain	scars	0	3	3	0	statue	comscar01		1		0															comscar01	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\comstatue.comscar02	urban	Damaged Terrain	scars	0	3	4	0	statue	comscar02		1		0															comscar02	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\comstatue.hygienescar	urban	Damaged Terrain	scars	0	2	2	0	statue	hygienescar		1		0															hygienescar	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\comstatue.Pastascar01	urban	Damaged Terrain	scars	0	5	4	0	statue	pastascar		1		0															pastascar01	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\LIGHTS.Light01	urban	Streetlight	machines	0	1	1	80	u-lights	u-light01	u-lightshad01	0	1	90	25	100		u-lightrec01										u-lightboom01	lightscar01	0	1		0	6	1					lightscar01			
ReImagined HPI RAW\features\Urban\LIGHTS.Light02	urban	Streetlight	machines	0	1	1	110	u-lights	u-light02	u-lightshad02	0	1	90	25	100		u-lightrec02										u-lightboom01	lightscar01	0	1		0	6	1					lightscar01			
ReImagined HPI RAW\features\Urban\LIGHTS.Light03	urban	Streetlight	machines	0	1	1	30	u-lights	u-light03	u-lightshad03	0	1	90	25	100		u-lightrec03										u-lightboom03	lightscar01	0	1		0	6	1					lightscar01			
ReImagined HPI RAW\features\Urban\LIGHTS.Light04	urban	Streetlight	machines	0	1	1	95	u-lights	u-light04	u-lightshad04	0	1	90	25	100		u-lightrec04										u-lightboom02	lightscar01	0	1		0	6	1					lightscar01			
ReImagined HPI RAW\features\Urban\LIGHTS.Light05	urban	Streetlight	machines	0	1	1	50	u-lights	u-light05	u-lightshad05	0	1	90	25	100		u-lightrec05										u-lightboom02	lightscar02	0	1		0	6	1					lightscar02			
ReImagined HPI RAW\features\Urban\LIGHTS.Light06	urban	Streetlight	machines	0	1	1	30	u-lights	u-light06	u-lightshad06	0	1	90	25	100		u-lightrec06										u-lightboom02	lightscar02	0	1		0	6	1					lightscar02			
ReImagined HPI RAW\features\Urban\LIGHTS.Light07	urban	Streetlight	machines	0	1	1	50	u-lights	u-light07	u-lightshad07	0	1	90	25	100		u-lightrec07										u-lightboom02	lightscar02	0	1		0	6	1					lightscar02			
ReImagined HPI RAW\features\Urban\LIGHTS.Light08	urban	Streetlight	machines	0	1	1	98	u-lights	u-light08	u-lightshad08	0	1	90	25	100		u-lightrec08										u-lightboom01	lightscar02	0	1		0	6	1					lightscar02			
ReImagined HPI RAW\features\Urban\LIGHTS.LightScar01	urban	Damaged Terrain	scars	0	1	1	0	u-lights	u-lightscar01		1		0															LightScar01	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\LIGHTS.LightScar02	urban	Damaged Terrain	scars	0	1	1	0	u-lights	u-lightscar02		1		0															LightScar02	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\manholes.Manhole01	urban	Manhole	steamvents	1	2	2	0	urbanvent	urbanvent01				0			1																			1							
ReImagined HPI RAW\features\Urban\manholes.Manhole02	urban	Manhole	steamvents	1	2	2	0	urbanvent	urbanvent02				0			1																			1							
ReImagined HPI RAW\features\Urban\manholes.Manhole03	urban	Manhole	steamvents	1	2	2	0	urbanvent	urbanvent03				0			1																			1							
ReImagined HPI RAW\features\Urban\MONORAIL.Rail01	urban	Monorail Track	tracks	0	2	2	200	rails	rail01	railshad01	0	1	80		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\MONORAIL.Rail02	urban	Monorail Track	tracks	0	2	2	200	rails	rail02	railshad02	0	1	80		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\MONORAIL.Rail03	urban	Monorail Track	tracks	0	2	2	200	rails	rail03	railshad03	0	1	80		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\MONORAIL.Rail04	urban	Monorail Track	tracks	0	2	2	200	rails	rail04	railshad04	0	1	80		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\MONORAIL.Rail05	urban	Monorail Track	tracks	0	4	4	200	rails	rail05	railshad05	0	1	80		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\MONORAIL.Rail06	urban	Monorail Track	tracks	0	4	4	200	rails	rail06	railshad06	0	1	80		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\MONORAIL.Rail07	urban	Monorail Track	tracks	0	4	4	200	rails	rail07	railshad07	0	1	80		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\MONORAIL.Rail08	urban	Monorail Track	tracks	0	2	2	200	rails	rail08	railshad08	0	1	80		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\MONORAIL.Rail09	urban	Monorail Track	tracks	0	4	4	200	rails	rail09	railshad09	0	1	80		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\MONORAIL.Rail10	urban	Monorail Track	tracks	0	2	2	200	rails	rail10	railshad10	0	1	80		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\TRUCKS.Truck01	urban	Truck	trucks	0	5	3	42	trucks	truck01	truckshad01	0	1	100	55	350		truckrec01										truckboom01	truckscar01	0	1		0	6	1					truckscar01			
ReImagined HPI RAW\features\Urban\TRUCKS.Truck02	urban	Truck	trucks	0	5	3	42	trucks	truck02	truckshad02	0	1	100	60	350		truckrec02										truckboom01	truckscar01	0	1		0	6	1					truckscar01			
ReImagined HPI RAW\features\Urban\TRUCKS.Truck03	urban	Truck	trucks	0	2	5	42	trucks	truck03	truckshad03	0	1	10	55			truckrec03										truckboom02	truckscar02	0	1		0	6	1					truckscar02			
ReImagined HPI RAW\features\Urban\TRUCKS.Truck04	urban	Truck	trucks	0	3	5	42	trucks	truck04	truckshad04	0	1	100	60	350		truckrec04										truckboom02	truckscar05	0	1		0	6	1					truckscar05			
ReImagined HPI RAW\features\Urban\TRUCKS.Truck05	urban	Truck	trucks	0	2	5	42	trucks	truck05	truckshad05	0	1	100	50	350		truckrec05										truckboom02	truckscar02	0	1		0	6	1					truckscar02			
ReImagined HPI RAW\features\Urban\TRUCKS.Truck06	urban	Truck	trucks	0	2	5	55	trucks	truck06	truckshad06	0	1	100	65	350		truckrec06										truckboom02	truckscar02	0	1		0	6	1					truckscar02			
ReImagined HPI RAW\features\Urban\TRUCKS.Truck07	urban	Truck	trucks	0	5	2	42	trucks	truck07	truckshad07	0	1	100	60	350		truckrec07										truckboom01	truckscar03	0	1		0	6	1					truckscar03			
ReImagined HPI RAW\features\Urban\TRUCKS.Truck08	urban	Truck	trucks	0	5	3	42	trucks	truck08	truckshad08	0	1	100	55	350		truckrec08										truckboom01	truckscar04	0	1		0	6	1					truckscar04			
ReImagined HPI RAW\features\Urban\TRUCKS.truckscar01	urban	Damaged Terrain	scars	0	5	3	0	trucks	truckscar01		0		0															truckscar01	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\TRUCKS.truckscar02	urban	Damaged Terrain	scars	0	2	5	0	trucks	truckscar02		0		0															truckscar02	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\TRUCKS.truckscar03	urban	Damaged Terrain	scars	0	5	2	0	trucks	truckscar03		0		0															truckscar03	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\TRUCKS.truckscar04	urban	Damaged Terrain	scars	0	5	3	0	trucks	truckscar04		0		0															truckscar04	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\TRUCKS.truckscar05	urban	Damaged Terrain	scars	0	3	5	0	trucks	truckscar05		0		0															truckscar05	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\WIDGETS.widget01	urban	Transit Node	machines	0	2	2	15	machines	widget01	widgetshad01	0	1	85	25	100		widgetrec01										widgetboom01	widgetscar01	0	1		0	6	1					widgetscar01			
ReImagined HPI RAW\features\Urban\WIDGETS.widget02	urban	Transit Node	machines	0	2	2	15	machines	widget02	widgetshad02	0	1	85	35	100		widgetrec02										widgetboom01	widgetscar02	0	1		0	6	1					widgetscar02			
ReImagined HPI RAW\features\Urban\WIDGETS.widget03	urban	Transit Node	machines	0	2	2	17	machines	widget03	widgetshad03	0	1	85	40	100		widgetrec03										widgetboom01	widgetscar01	0	1		0	6	1					widgetscar01			
ReImagined HPI RAW\features\Urban\WIDGETS.widget04	urban	Transit Node	machines	0	2	2	15	machines	widget04	widgetshad04	0	1	85	45	100		widgetrec04										widgetboom01	widgetscar02	0	1		0	6	1					widgetscar02			
ReImagined HPI RAW\features\Urban\WIDGETS.widget05	urban	Transit Node	machines	0	2	2	15	machines	widget05	widgetshad05	0	1	85	30	100		widgetrec05										widgetboom01	widgetscar01	0	1		0	6	1					widgetscar01			
ReImagined HPI RAW\features\Urban\WIDGETS.widget06	urban	Transit Node	machines	0	2	2	15	machines	widget06	widgetshad06	0	1	85	20	100		widgetrec06										widgetboom01	widgetscar02	0	1		0	6	1					widgetscar02			
ReImagined HPI RAW\features\Urban\WIDGETS.widget07	urban	Microwave Relay	machines	0	2	3	55	machines	widget07	widgetshad07	0	1	95	50	200		widgetrec07										widgetboom02	widgetscar03	0	1		0	6	1					widgetscar03			
ReImagined HPI RAW\features\Urban\WIDGETS.widget08	urban	Microwave Relay	machines	0	3	2	50	machines	widget08	widgetshad08	0	1	95	60	200		widgetrec08										widgetboom02	widgetscar04	0	1		0	6	1					widgetscar04			
ReImagined HPI RAW\features\Urban\WIDGETS.widget09	urban	Microwave Relay	machines	0	3	2	45	machines	widget09	widgetshad09	0	1	95	25	200		widgetrec09										widgetboom02	widgetscar04	0	1		0	6	1					widgetscar04			
ReImagined HPI RAW\features\Urban\WIDGETS.widget10	urban	Microwave Relay	machines	0	2	3	55	machines	widget10	widgetshad10	0	1	95	60	200		widgetrec10										widgetboom02	widgetscar03	0	1		0	6	1					widgetscar03			
ReImagined HPI RAW\features\Urban\WIDGETS.widget11	urban	Climatic Optimizer	machines	0	3	3	80	machines	widget11	widgetshad11	0	1	100	35	250		widgetrec11										widgetboom03	widgetscar05	0	1		0	6	1					widgetscar05			
ReImagined HPI RAW\features\Urban\WIDGETS.widget12	urban	Climatic Optimizer	machines	0	3	3	80	machines	widget12	widgetshad12	0	1	100	30	250		widgetrec12										widgetboom03	widgetscar05	0	1		0	6	1					widgetscar05			
ReImagined HPI RAW\features\Urban\WIDGETS.widget13	urban	Climatic Optimizer	machines	0	3	3	80	machines	widget13	widgetshad13	0	1	100	40	250		widgetrec13										widgetboom03	widgetscar05	0	1		0	6	1					widgetscar05			
ReImagined HPI RAW\features\Urban\WIDGETS.widget14	urban	Climatic Optimizer	machines	0	3	3	80	machines	widget14	widgetshad14	0	1	100	20	250		widgetrec14										widgetboom03	widgetscar05	0	1		0	6	1					widgetscar05			
ReImagined HPI RAW\features\Urban\WIDGETS.widget15	urban	Climatic Optimizer	machines	0	3	3	80	machines	widget15	widgetshad15	0	1	100	30	250		widgetrec15										widgetboom03	widgetscar05	0	1		0	6	1					widgetscar05			
ReImagined HPI RAW\features\Urban\WIDGETS.widget16	urban	Climatic Optimizer	machines	0	3	3	80	machines	widget16	widgetshad16	0	1	100	45	250		widgetrec16										widgetboom03	widgetscar06	0	1		0	6	1					widgetscar06			
ReImagined HPI RAW\features\Urban\WIDGETS.widget17	urban	Climatic Optimizer	machines	0	3	3	80	machines	widget17	widgetshad17	0	1	100	40	250		widgetrec17										widgetboom03	widgetscar06	0	1		0	6	1					widgetscar06			
ReImagined HPI RAW\features\Urban\WIDGETS.widget18	urban	Climatic Optimizer	machines	0	3	3	80	machines	widget18	widgetshad18	0	1	100	35	250		widgetrec18										widgetboom03	widgetscar06	0	1		0	6	1					widgetscar06			
ReImagined HPI RAW\features\Urban\WIDGETS.widgetscar01	urban	Damaged Terrain	scars	0	2	2	0	machines	widgetscar01		1		0															widgetscar01	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\WIDGETS.widgetscar02	urban	Damaged Terrain	scars	0	2	2	0	machines	widgetscar02		1		0															widgetscar02	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\WIDGETS.widgetscar03	urban	Damaged Terrain	scars	0	2	3	0	machines	widgetscar03		1		0															widgetscar03	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\WIDGETS.widgetscar04	urban	Damaged Terrain	scars	0	3	2	0	machines	widgetscar04		1		0															widgetscar04	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\WIDGETS.widgetscar05	urban	Damaged Terrain	scars	0	3	3	0	machines	widgetscar05		1		0															widgetscar05	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\WIDGETS.widgetscar06	urban	Damaged Terrain	scars	0	3	3	0	machines	widgetscar06		1		0															widgetscar06	0	0		0	6	0								
ReImagined HPI RAW\features\Water\ANEMONES.anemone01	water	Anemone	anemones	0	2	2	1	anemones	anemonie01		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone02	water	Anemone	anemones	0	2	2	1	anemones	anemonie02		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone03	water	Anemone	anemones	0	2	2	1	anemones	anemonie03		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone04	water	Anemone	anemones	0	2	2	1	anemones	anemonie04		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone05	water	Anemone	anemones	0	2	2	1	anemones	anemonie05		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone06	water	Anemone	anemones	0	2	2	1	anemones	anemonie06		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone07	water	Anemone	anemones	0	2	2	1	anemones	anemonie07		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone08	water	Anemone	anemones	0	2	2	1	anemones	anemonie08		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone09	water	Anemone	anemones	0	2	2	1	anemones	anemonie09		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone10	water	Anemone	anemones	0	2	2	1	anemones	anemonie10		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone11	water	Anemone	anemones	0	2	2	1	anemones	anemonie11		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone12	water	Anemone	anemones	0	2	2	1	anemones	anemonie12		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone13	water	Anemone	anemones	0	2	2	1	anemones	anemonie13		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone14	water	Anemone	anemones	0	2	2	1	anemones	anemonie14		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone15	water	Anemone	anemones	0	2	2	1	anemones	anemonie15		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone16	water	Anemone	anemones	0	2	2	1	anemones	anemonie16		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone17	water	Anemone	anemones	0	2	2	1	anemones	anemonie17		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone18	water	Anemone	anemones	0	2	2	1	anemones	anemonie18		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone19	water	Anemone	anemones	0	2	2	1	anemones	anemonie19		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone20	water	Anemone	anemones	0	2	2	1	anemones	anemonie20		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone21	water	Anemone	anemones	0	2	2	1	anemones	anemonie21		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone22	water	Anemone	anemones	0	2	2	1	anemones	anemonie22		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone23	water	Anemone	anemones	0	2	2	1	anemones	anemonie23		0	1	100		2000	1																		0						1	1	
ReImagined HPI RAW\features\Water\ANEMONES.anemone24	water	Anemone	anemones	0	2	2	1	anemones	anemonie24		0	1	100		2000	1																		0						1	1	
