	UnitName	Version	Side	Objectname	Designation	Name	Description	FootprintX	FootprintZ	BuildCostEnergy	BuildCostMetal	MaxDamage	MaxWaterDepth	MaxSlope	EnergyUse	BuildTime	WorkerTime	BMcode	Builder	ThreeD	ZBuffer	NoAutoFire	SightDistance	RadarDistance	SoundCategory	EnergyStorage	MetalStorage	ExplodeAs	SelfDestructAs	Category	TEDClass	Copyright	YardMap	Corpse	GermanName	GermanDescription	UnitNumber	FrenchName	Frenchdescription	firestandorders	StandingFireOrder	mobilestandorders	StandingMoveOrder	canmove	canpatrol	canstop	SpanishName	SpanishDescription	ItalianName	ItalianDescription	Ovradjust	canguard	MaxVelocity	BrakeRate	Acceleration	TurnRate	SteeringMode	ShootMe	Scale	EnergyMake	DefaultMissionType	maneuverleashlength	MovementClass	MinWaterDepth	buildangle	canattack	Weapon1	Weapon2	Weapon3	downloadable	wpri_badTargetCategory	BadTargetCategory	wsec_badTargetCategory	Floater	Canfly	cruisealt	BankScale	Builddistance	CanReclamate	MetalMake	Upright	standingmoveorder	SonarDistance	WaterLine	Downloadable	Spanishdescription	Italiandescription	NoChaseCategory	canhover	digger	DamageModifier	antiweapons	ai_weight	ai_limit	noshadow	floater	waterline	ActivateWhenBuilt	onoffable	RadarDistanceJam	NoShadow	Waterline	sortbias	IsAirBase	TransMaxUnits	canload	transportsize	transportcapacity	altfromsealevel	corpse	norestrict	HoverAttack	CloakCost	candgun	CloakCostMoving	HealTime	CanCapture	HideDamage	ImmuneToParalyzer	Commander	ShowPlayerName	mincloakdistance	maxwaterdepth	amphibious	IsFeature	PigLatinName	JapaneseName	PigLatinDescription	MoveRate1	Buildangle	MakesMetal	teleporter	Stealth	ExtractsMetal	kamikaze	selfdestructcountdown	init_cloaked	attackrunlength	SonarDistanceJam	FrenchDescription	istargetingupgrade	transportmaxunits	TidalGenerator	kamikazedistance	WindGenerator	MobileStandOrders	weapon1	cantbetransported	Germanname	Germandescription	Frenchname	Spanishname	Italianname	canreclamate	canresurrect	resurrect	stealth	BuildAngle	OVRadjust	upright	ovradjust	PitchScale	MoveRate2
ReImagined HPI Compile\ReIm_Units\CORSHAD.UNITINFO	CORSHAD	1	CORE	CORSHAD	VA-B3	Shadow	Bomber	3	3	5691	131	315	0	10	0.9	10750	0	1	0	1	1	0	350	0	CORE_VTOL	0	0	BIG_UNITEX	BIG_UNIT	CORE VTOL CTRL_V LEVEL1 WEAPON BOMB NOTSUB CTRL_W CTRL_P	VTOL	Copyright 1997 Humongous Entertainment. All rights reserved.			Shadow	Bomber	133	Fantôme	Bombardier	1	0	1	1	1	1	1	Shadow	Bombardero	Shadow	Bombardiere	1	1	8	1.2	0.07	335	1	1		0.9	VTOL_standby	1280				1	CORBOMB								1	205												UNDERWATER																					1																													220																									
ReImagined HPI Compile\ReIm_Units\CORSHARK.UNITINFO	CORSHARK	1	CORE	CORSHARK	SBS-T2	Shark	Submarine Killer	3	3	5245	1356	276			0.5	17529	0	1	0	1	1	0	150		CORE_SUB	0	0	SMALL_UNITEX	SMALL_UNIT	CORE UNDERWATER LEVEL2 TORP WEAPON NOTAIR CTRL_W	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		corshark_dead	Shark	U-Boot Jäger	134	Squale	Destructeur de sous-marins	1	2	1	1	1	1	1	Shark	Caza submarino	Shark	Sottomarino killer	1	1	2.5	0.2	0.03	303	1	1		0.5	Standby	640	BOATD3	15		1	CORSMART_TORPEDO				NOTSUB 	VTOL									1		450	20														1																																																																	
ReImagined HPI Compile\ReIm_Units\CORSILO.UNITINFO	CORSILO	1	CORE	CORSILO	F-LR4	Silencer	Nuclear Missile Launcher	4	4	48768	975	2560	0	10	0	181243	0	0	0	1	1	0	350	0	NUC	0	0	ATOMIC_BLASTSML	NUCLEAR_MISSILE	CORE SPECIAL WEAPON LEVEL3 NOTAIR NOTSUB 	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooo	corsilo_dead	Silencer	Atomraketenwerfer	135	Néfastator	Lance-missiles nucléaires	1	0					1	Silencer	Lanzamisiles nucleares	Silencer	Lanciamissili nucleare	1							1							8192	1	crblmssl				VTOL	VTOL																																																																																											
ReImagined HPI Compile\ReIm_Units\CORSJAM.UNITINFO	CORSJAM	1.2	CORE	CORSJAM	SA-AR2	Phantom	Radar Jammer Ship	4	4	2254	135	570			20	7025	0	1	0	1	1	0	310	0	CORE_SHIP	0	0	MEDIUM_UNITEX	MEDIUM_UNIT	CORE SHIP NOWEAPON JAM LEVEL2 NOTAIR NOTSUB CTRL_R	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		corsjam_dead	Phantom	Radar-Störboot	192	Ombrager	Brouilleur de radar			1	1	1	1	1	Phantom	Buque distorsionador de radar	Phantom	Nave - Crea disturbi Radar		1	2.5	0.018	0.08	375	1	1		20	Standby	640	BOATS4	6						1				1									0											limit CORSJAM 2				1	1	730																																																															
ReImagined HPI Compile\ReIm_Units\CORSNAP.UNITINFO	CORSNAP	1.2	CORE	CORSNAP	ARM-MRJ	Snapper	Hovertank	3	3	3069	280	850	0	16	2.1	8564	0	1	0	1	1	0	270		CORE_HOVER_MID	0	0	BIG_UNITEX	BIG_UNIT	CORE HOVER WEAPON LEVEL2 NOTAIR NOTSUB CTRL_W	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		corsnap_dead	Snapper	Schwebepanzer	194	Alligator	Hover-tank	1	2	1	1	1	1	1	Snapper		Snapper			1	2.5	0.08	0.05	240	1	1		2.1	Standby	640	TANKHOVER3			1	CORSNAP_WEAPON			1	VTOL	VTOL														Tanque aerodeslizador	Hovercraft armato	VTOL	1																																																																										
ReImagined HPI Compile\ReIm_Units\CORSOLAR.UNITINFO	CORSOLAR	1	CORE	CORSOLAR	ES-22	Solar Collector	Produces Energy	5	5	790	141	320	0	10	-20	2416	100	0	0	1	1	0	210	0	CORE_SOLAR	0	0	SMALL_BUILDINGEX	SMALL_BUILDING	CORE ENERGY LEVEL1 NOWEAPON  NOTAIR NOTSUB 	ENERGY	Copyright 1997 Humongous Entertainment. All rights reserved.	oooooooooooooooo	corsolar_dead	Solarkollektor	Gewinnt Energie	136	Capteur solaire	Produit de l'énergie								Colector Solar	Produce energía	Pannello Solare	Produce energia	1									0																															0.33333							1	1																																																											32768					
ReImagined HPI Compile\ReIm_Units\CORSONAR.UNITINFO	CORSONAR	1	CORE	CORSONAR	FS-4	Sonar Station	Sonar Station	2	2	399	20	52		10	8	900	0	0	0	1	1	0	175	0	CORE_SONAR	0	0	SMALL_BUILDINGEX	SMALL_BUILDING	CORE SPECIAL SONAR LEVEL2 NOTAIR NOTSUB CTRL_R	WATER	Copyright 1997 Humongous Entertainment. All rights reserved.	wwww	corsonar_dead	Sonarstation	Ortet schwimmende Einheiten	137	Station sonar	Sonar								Estación de Sonar	Detecta submarinos	Stazione Sonar	Stazione sonar	1									8				10	8192																		1223	12														1	1		1																																																														
ReImagined HPI Compile\ReIm_Units\CORSPEC.UNITINFO	CORSPEC	1	CORE	CORSPEC	UV-2-AB	Spectre	Radar Jammer	1	1	1453	70	310	112	32	10	5439	0	1	0	1	1	0	200	0	CORE_JAM	0	0	BIG_UNITEX	BIG_UNIT	CORE KBOT NOWEAPON JAM LEVEL2 NOTAIR NOTSUB CTRL_R	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		corspec_dead	Spectre	Radar-Störer	138	Spectre	Brouilleur de radar 			1	1	1	1	1	Spectre	Distorsionador de radar	Spectre	Crea interferenze radar	1	1	1	0.12	0.1	945	1	1		10	Standby	640	TANKSH2																		1																	1	1	490																																																															
ReImagined HPI Compile\ReIm_Units\CORSPY.UNITINFO	CORSPY	1.2	CORE	CORSPY	ARM-KML	Parasite	SPY Kbot	2	2	13452	156	340	12	14	0.4	28247	0	1	0	1	1	0	250	0	CORE_KBOT	0	0	BIG_UNITEX	BIG_UNIT	CORE SPY KBOT NOWEAPON LEVEL2 NOTAIR NOTSUB 	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		corspy_dead	Parasit	Spionage-Kbot	300	Parasite	Kbot Espion			1	1	1	1	1	Parásito	Kbot Espía	Parasite	Kbot spia		1	1.9	0.15	0.2	1016	2	1		0.4	Standby	640	TANKSH2							1											1																																350		900							90																																									
ReImagined HPI Compile\ReIm_Units\CORSS.UNITINFO	CORSS	1.2	CORE	CORSS	SS	Sea Serpent	Indigenous Lifeform	4	4	4385	0	420			0	8291	0	1	0	1	1	0	280	0	ARMSS	0	0	SMALL_UNITEX	SMALL_UNIT	CORE SHIP LEVEL1 WEAPON NOTAIR NOTSUB CTRL_W	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.			Seeschlange	Seeschlange	277	Serpent des mers		1	2	1	1	1	1	1	Serpiente de Mar	Serpiente de Mar	Serpente marino	Serpente marino	1	1	5.8	0.02	0.1	911	1	1		0	Standby	640	BOATS4	6		1	FLAMETHROWER			1			NOTAIR	1									489	3																										corss_dead	1																													Serpent des mers																							
ReImagined HPI Compile\ReIm_Units\CORSSUB.UNITINFO	CORSSUB	1.2	CORE	CORSSUB	ASD-SK	Leviathan	Battle Sub	3	3	19940	3850	3052			15	38567	0	1	0	1	1	0	490		ARM_SUB	0	0	BIG_UNITEX	BIG_UNIT	CORE UNDERWATER LEVEL TORP WEAPON NOTAIR NOTSUB CTRL_W	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		corssub_dead	Leviathan	Schweres Angriffs-U-Boot	277	Leviathan	Sous-marin nouv. génération	1	2	1	1	1	1	1	Leviathan	Submarino de Combate	Leviatano	Sottomarino		1	1.9	0.016	0.03	72	1	1		0.5	Standby	640	BOATD6	1		1	CORSSUB_WEAPON			1	VTOL	VTOL											658					VTOL									25	1																																																														1	1		
ReImagined HPI Compile\ReIm_Units\CORSTORM.UNITINFO	CORSTORM	1	CORE	CORSTORM	KA-R3	Storm	Rocket Kbot	2	2	985	118	620	21	14	0.6	1969	0	1	0	1	1	0	265	0	COR_KBOT	0	0	BIG_UNITEX	BIG_UNIT	CORE KBOT LEVEL1 WEAPON NOTAIR NOTSUB CTRL_W	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		corstorm_dead	Storm	Raketen-Kbot	139	Cyclone	Kbot lance-roquettes	1	2	1	1	1	1	1	Storm	Kbot Lanzacohetes	Storm	Kbot Lanciarazzi	1	1	1.25	0.15	0.091552734	1003	2	1		0.6	Standby	640	TANKSH2			1	CORKBOT_ROCKET				VTOL	VTOL									1							VTOL																																																																											
ReImagined HPI Compile\ReIm_Units\CORSUB.UNITINFO	CORSUB	1	CORE	CORSUB	SAS-T4	Snake	Submarine	4	4	3902	1199	590			0.4	9729	0	1	0	1	1	0	112	0	CORE_SUB	0	0	SMALL_UNITEX	SMALL_UNIT	CORE UNDERWATER LEVEL1 TORP WEAPON NOTAIR CTRL_W	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		corsub_dead	Snake	U-Boot	140	Murène	Sous-marin	1	2	1	1	1	1	1	Snake	Submarino	Snake	Sottomarino	1	1	2.05	0.2	0.03	256	1	1		0.4	Standby	640	BOATD3	20		1	CORE_TORPEDO														1		400	20														1																																																																	
ReImagined HPI Compile\ReIm_Units\CORSUMO.UNITINFO	CORSUMO	1.2	CORE	CORSUMO	KG-EHL	Sumo	Adv. Armored Assault Kbot	2	2	5987	844	4950	12	14	2.8	10975	0	1	0	1	1	0	245	0	COR_KBOT	100	0	BIG_UNITEX	BIG_UNIT	CORE KBOT LEVEL2 WEAPON NOTAIR NOTSUB CTRL_W	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		corsumo_dead	Sumo	Schwerer Kampf-Kbot	269	Sumo	KBot d'assault lourd	1	2	1	1	1	1	1	Sumo	Kbot de asalto pesado	Sumo	Assalto pesante KBot		1	0.34	0.1	0.04	90	2	1		2.8	Standby	640	TANKBH3			1	CORSUMO_WEAPON			1	VTOL										0							VTOL																																																												1															
ReImagined HPI Compile\ReIm_Units\CORSY.UNITINFO	CORSY	1	CORE	CORSY	PAS	Shipyard	Produces Ships	8	8	750	600	2490			0	6000	100	0	1	1	1	0	213	0	SHIPYARD	100	100	LARGE_BUILDINGEX	LARGE_BUILDING	CORE PLANT CTRL_F LEVEL1 NOWEAPON NOTAIR NOTSUB 	PLANT	Copyright 1997 Humongous Entertainment. All rights reserved.	wCCCCCCw CCCCCCCC CCCCCCCC CCCCCCCC CCCCCCCC CCCCCCCC CCCCCCCC wCCCCCCw	corsy_dead	Werft	Tech Level 1	141	Chantier naval	Niveau Tech 1	1	2	1	1	1	1	1	Astillero	Produce barcos	Cantiere Navale	Produce navi	1													30																0.5				22																	1																																																														
ReImagined HPI Compile\ReIm_Units\CORTARG.UNITINFO	CORTARG	1.2	CORE	CORTARG	RTF-I2	Targeting Facility	Automatic Radar Targeting	5	4	141148	14982	1800	0	10	1300	161287	0	0	0	1	1	0	210	0	CORE_TARG	0	0	LARGE_BUILDINGEX	LARGE_BUILDING	CORE SPECIAL LEVEL3 NOWEAPON NOTAIR NOTSUB 	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	oooooooooooooooooooo	cortarg_dead	Peilstation	Automatische Radar-Zielerfassung	259	Installation de Ciblage	Ciblage Radar Automatique								Complejo Búsqueda Blancos	Radar de puntería automático	Dispositivo di puntamento	Radar per puntamento automatico															4096					1																					0.7							1	1																																										1																						
ReImagined HPI Compile\ReIm_Units\CORTHOVR.UNITINFO	CORTHOVR	1.2	CORE	CORTHOVR	HTLA	Turtle	Transport Hovercraft	4	4	7541	650	1080			2.3	19587	0	1	0	1	1	0	250	0	CORE_HOVER_BIG	0	0	BIG_UNITEX	BIG_UNIT	CORE SHIP TPORT LEVEL1 NOWEAPON NOTAIR NOTSUB 	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		corthovr_dead	Schildkröte	Hovercraft-Transporter	195	Tortue	Hovercraft de transport	0		0	1	1	1	1	Turtle		Turtle			1	1.9	0.017	0.003	128	1	1	0.5	2.3	Standby	640	TANKHOVER4	12	16384					1																Transporta hovercrafts	Hovercraft - Trasporto		1								4									1	3	5																																		6																					
ReImagined HPI Compile\ReIm_Units\CORTHUD.UNITINFO	CORTHUD	1	CORE	CORTHUD	KA-PS6	Thud	Artillery Kbot	2	2	1161	147	800	12	14	0.6	2171	0	1	0	1	1	0	245	0	COR_KBOT	0	0	BIG_UNITEX	BIG_UNIT	CORE KBOT LEVEL1 WEAPON NOTAIR NOTSUB CTRL_W CTRL_P	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		corthud_dead	Thud	Artillerie-Kbot	142	Pilonax	Artillerie Kbot	1	2	1	1	1	1	1	Thud	Kbot de artillería	Thud	Kbot da artiglieria	1	1	1.13	0.183105469	0.091552734	999	2	1		0.6	Standby	640	KBOTSS2			1	CORE_THUD				VTOL	VTOL									1							VTOL																																																																											
ReImagined HPI Compile\ReIm_Units\CORTIDE.UNITINFO	CORTIDE	1	CORE	CORTIDE		Tidal Generator	Produces Energy	4	4	752	81	253		10	0	2094	0	0	0	1	1	0	100	0	CORE_TIDE	0	0	SMALL_BUILDINGEX	SMALL_BUILDING	CORE ENERGY LEVEL1 NOWEAPON NOTAIR NOTSUB 	WATER	Copyright 1997 Humongous Entertainment. All rights reserved.	wwwwwwwwwwwwwwww	cortide_dead	Gezeitenkraftwerk	Liefert Energie	143	Centrale marémotrice	Produit de l'énergie								Generador Maremotriz	Produce energía	Generatore a Maree	Produce energia	1													20	4096																		0															1			1	10																																									1																				
ReImagined HPI Compile\ReIm_Units\CORTITAN.UNITINFO	CORTITAN	1	CORE	CORTITAN	AFD-J9	Titan	Torpedo Bomber	3	3	6588	364	375	0	10	0.5	13722	0	1	0	1	1	0	350	0	CORE_VTOL	0	0	BIG_UNITEX	BIG_UNIT	CORE VTOL CTRL_V LEVEL2 WEAPON TORP  NOTSUB CTRL_W CTRL_P	VTOL	Copyright 1997 Humongous Entertainment. All rights reserved.			Titan	Torpedo-Bomber	144	Titan	Bombardier-torpilleur	1	0	1	1	1	1	1	Titan	Bombardero torpedero	Titan	Bombardiere lancia-torpedini	1	1	9.5	5	0.15	409	1	1		0.5	VTOL_standby	1280				1	CORAIR_TORPEDO								1	150	1																																														255						8																																		
ReImagined HPI Compile\ReIm_Units\CORTL.UNITINFO	CORTL	1	CORE	CORTL		Torpedo Launcher	Torpedo Launcher	3	3	3058	831	1520		10	0.2	4233	0	0	0	1	1	0	150	0	CORE_SHIP	0	0	BIG_UNITEX	BIG_UNIT	CORE SPECIAL WEAPON TORP LEVEL2 NOTAIR NOTSUB 	WATER	Copyright 1997 Humongous Entertainment. All rights reserved.	wwwwwwwww	cortl_dead	Torpedowerfer	Torpedowerfer	145	Lance-torpilles	Lance-torpilles	1	2					1	Lanzatorpedos	Lanzatorpedos	Lancia-torpedini	Lancia-torpedini	1							1		0.2				1	16384	1	COAX_TORPEDO																440	10														1			1																																																														
ReImagined HPI Compile\ReIm_Units\CORTOAST.UNITINFO	CORTOAST	1.2	CORE	CORTOAST	ARM-GUARD	Toaster	Pop-up Heavy Cannon	3	3	12687	2146	1877	0	10	0	18377	0	0	0	1	1	0	370	0	GUARD	0	0	lARGE_BUILDINGEX	LARGE_BUILDING	ARM LEVEL2 strategic weapon NOTAIR NOTSUB 	FORT	Copyright 1997 Humongous Entertainment. All rights reserved.	oooo	cortoast_dead	Toaster	Schwere Tarn-Kanone	201	Grille-pain	Canon lourd Pop-up	1	2					1												1			GUARD_NOMOVE				8192	1	CORTOAST_GUN			1	VTOL	VTOL																		1	0.15																																																																								
ReImagined HPI Compile\ReIm_Units\CORTRON.UNITINFO	CORTRON	1.2	CORE	CORTRON	COR-TRON	Neutron	Neutron Missile Launcher	4	4	52134	1708	2100	0	10	0	150453	0	0	0	1	1	0	350	0	NUC	0	0	ATOMIC_BLASTSML	NUCLEAR_MISSILE	ARM SPECIAL WEAPON LEVEL3 NOTAIR NOTSUB 	SPECIAL	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooo	cortron_dead	Neutron	Neutron-Werfer	321	Neutrox	Lance-Missiles à neutron	1	0					1	Neutron	Lanzamisiles de Neutrones	Neutrone	Lanciamissili a neutroni	1							1							8192	1	CORTRON_weapon			1	VTOL	VTOL																																																																																											
ReImagined HPI Compile\ReIm_Units\CORTRUCK.UNITINFO	CORTRUCK	1	CORE	CORTRUCK	MA-L8	Truck	Ground Transport	3	3	875	218	3284	12	18	0.3	2515	0	1	0	1	0	0	310	0	CORE_VEHICLE	0	0	SMALL_UNITEX	SMALL_UNIT	CORE TANK LEVEL1 WEAPON NOTAIR NOTSUB 	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		cortruck_dead	Truck		104	Camion		1	2	1	1	1	1	1	Truck	Transporte terrestre	Camion	Trasporto terrestre	1	1	2.1	0.051	0.02	300	1	1		0.3	Standby	640	TANKSH3			1																																													1																																																				
ReImagined HPI Compile\ReIm_Units\CORTSHIP.UNITINFO	CORTSHIP	1	CORE	CORTSHIP	ASD-ST	Envoy	Transport Ship	6	6	4786	887	2120			0.3	13663	0	1	0	1	1	0	250	0	CORE_SHIP	0	0	BIG_UNITEX	BIG_UNIT	CORE SHIP TPORT LEVEL1 NOWEAPON NOTAIR NOTSUB 	SHIP	Copyright 1997 Humongous Entertainment. All rights reserved.		cortship_dead	Envoy	Transportschiff	146	Cargonaute	Cargo	0		0	1	1	1	1	Envoy	Transporte anfibio	Envoy	Nave da trasporto	1	1	1.8	0.018310547	0.009155273	130	1	1	0.5	0.3	Standby	640	BOATS6	12	16384									1																																1	3	5																																		24																					
ReImagined HPI Compile\ReIm_Units\CORUWES.UNITINFO	CORUWES	1.2	CORE	CORUWES	ME-UW2	Underwater Energy Storage	Increases Energy Storage	4	4	2540	280	1521		20	0	14482	0	0	0	1	1	0	130	0	CORE_ESTOR	4000	0	ESTOR_BUILDINGEX	ESTOR_BUILDING	CORE ENERGY LEVEL1 NOWEAPON  NOTAIR NOTSUB STORAGE	ENERGY	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooo	coruwes_dead	U-Energielager	Größere Energievorräte	293	Dépôt d'Energie Sous-Marin	Augmente Stockage Energie								Almacén Energía Subacuát.	Incrementa el almacenaje de energía	Deposito di energia sub	Deposito di energia sottomarino														31	8192					1																																																																																													
ReImagined HPI Compile\ReIm_Units\CORUWFUS.UNITINFO	CORUWFUS	1.2	CORE	CORUWFUS	EF-UW2	Underwater Fusion Plant	Produces Energy	5	5	57349	7210	1425		16	0	124838	0	0	0	1	1	0	110	0	CORE_UWFUSION	0	0	ATOMIC_BLAST	NUCLEAR_MISSILE	CORE ENERGY LEVEL3 NOWEAPON NOTAIR NOTSUB 	ENERGY	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooo	coruwfus_dead	Unterwasser-Fusionsreaktor	Liefert Energie	196	Centrale Atom. sous-marine	Produit de l'énergie								Planta de Fusión	Planta de fusión submarina	Imp. di Fusione subacqueo	Impianto di Fusione sottomarino										1200				15	8192					1																												1																																																																	
ReImagined HPI Compile\ReIm_Units\CORUWMEX.UNITINFO	CORUWMEX	1.2	CORE	CORUWMEX	ME-UW2	Underwater Metal Extractor	Extracts Metal	3	3	2219	125	355		20	2	4587	0	0	0	1	1	0	130	0	CORE_UWMEX	0	0	SMALL_BUILDINGEX	SMALL_BUILDING	CORE METAL EXTRACTOR LEVEL1 NOWEAPON NOTAIR NOTSUB  	METAL	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooo	coruwmex_dead	Tauchschmelze	Unterwasser-Metallgewinnung	197	Extracteur sous-marin	Extracteur de métal sous-marin								Extractor de Metal	Extractor de metal submarino	Estrattore di Metallo	Estrattore di Metallo sottomarino														10	8192					1																												1	1																																			0.001																													
ReImagined HPI Compile\ReIm_Units\CORUWMS.UNITINFO	CORUWMS	1.2	CORE	CORUWMS	ME-UW2	Underwater Metal Storage	Increases Metal Storage	4	4	1523	350	1750		20	0	3874	0	0	0	1	1	0	130	0	CORE_MSTOR	0	1500	SMALL_BUILDINGEX	SMALL_BUILDING	CORE METAL LEVEL1 NOWEAPON  NOTAIR NOTSUB STORAGE	METAL	Copyright 1997 Humongous Entertainment. All rights reserved.	ooooooooo	coruwms_dead	U-Metalllager	Größere Metallvorräte	293	Dépôt de Métal Sous-Marin	Augmente Stockage Métal								Almacén Metal Subacuático	Incrementa el almacenaje de metal	Deposito di metallo sub	Deposito di metallo sottomarino														40	8192					1																																																																																													
ReImagined HPI Compile\ReIm_Units\CORVALK.UNITINFO	CORVALK	1	CORE	CORVALK	VA-14-T	Valkyrie	Air Transport	3	3	2695	115	160	0	10	0.7	5889	0	1	0	1	1	0	245	0	CORE_VTOL	0	0	BIG_UNITEX	BIG_UNIT	CORE VTOL CTRL_V TPORT LEVEL1 NOWEAPON NOTSUB 	VTOL	Copyright 1997 Humongous Entertainment. All rights reserved.			Valkryie	Transportflugzeug	147	Valkyrie	Avion de transport	0		0	1	1	1	1	Valkyrie	Transporte aéreo	Valkyrie	Trasporto aereo	1	1	7	4	0.02	145	1	1		0.7	VTOL_standby	1280													1	80	1																													1	3	1																					1																																	1	2
ReImagined HPI Compile\ReIm_Units\CORVAMP.UNITINFO	CORVAMP	1	CORE	CORVAMP	AFD-J9	Vamp	Stealth Fighter	2	2	6973	257	490	0	10	15	15924		1		1	1		350	0	CORE_VTOL	0	0	BIG_UNITEX	BIG_UNIT	CORE VTOL CTRL_V LEVEL2 WEAPON STEALTH NOTSUB CTRL_W CTRL_P	VTOL	Copyright 1997 Humongous Entertainment. All rights reserved.			Vamp	Stealth-Jäger	148	Vampire	Chasseur furtif	1	2	1	1	1	1	1	Vamp	Caza antirradar	Vamp	Caccia Stealth	1	1	12	7	0.35	620	1	1		15	VTOL_standby	1280				1	CORVTOL_ADVMISSILE	CORVTOL_ADVMISSILE2			NOTAIR	NOTAIR	NOTAIR		1	160	1																																																				8				1																														
ReImagined HPI Compile\ReIm_Units\CORVENG.UNITINFO	CORVENG	1	CORE	CORVENG	VA-GM15	Avenger	Fighter	2	2	3181	101	202	0	10	0.8	9196	0	1	0	1	1	0	350	0	CORE_VTOL	0	0	BIG_UNITEX	BIG_UNIT	CORE VTOL CTRL_V LEVEL1 WEAPON  NOTSUB CTRL_W CTRL_P	VTOL	Copyright 1997 Humongous Entertainment. All rights reserved.			Avenger	Jäger	149	Punisseur	Chasseur	1	2	1	1	1	1	1	Avenger	Caza	Avenger	Caccia	1	1	11	2	0.21	405	1	1		0.08	VTOL_standby	1280				1	CORVTOL_MISSILE				NOTAIR	NOTAIR			1	100	1																																														255						8																																		
ReImagined HPI Compile\ReIm_Units\CORVIPE.UNITINFO	CORVIPE	1.2	CORE	CORVIPE	F-TL8	Viper	Pop-Up Heavy Laser	2	2	6687	642	988	0	10	0	11528	0	0	0	1	1	0	310	0	VIPE	0	0	MEDIUM_BUILDINGEX	MEDIUM_BUILDING	CORE defensive LEVEL2 weapon NOTAIR NOTSUB 	FORT	Copyright 1997 Humongous Entertainment. All rights reserved.	oooo	corvipe_dead	Viper	Getarnter schwerer Laser	198	Vipère	Canon laser lourd rétractable	1	2					1	Viper		Viper									1			GUARD_NOMOVE				8192	1	CORVIPE_LASER			1	VTOL	VTOL														Láser automático pesado	Laser pesante a comparsa			1	0.125																																																																								
ReImagined HPI Compile\ReIm_Units\CORVOYR.UNITINFO	CORVOYR	1.2	CORE	CORVOYR	KB-MR4	Voyeur	Mobile Radar Kbot	2	2	1283	93	350	0	16	16	3945	0	1	0	1	1	0	240	1200	COR_Kbot	0	0	BIG_UNITEX	BIG_UNIT	CORE KBOT NOWEAPON LEVEL2 NOTAIR NOTSUB CTRL_R 	KBOT	Copyright 1997 Humongous Entertainment. All rights reserved.		corvoyr_dead	Voyeur	Mobiler Radar-KBot	171	Espion	Brouilleur de radar			1	1	1	1	1	Voyeur	KBot radar mobile	Voyeur	Mobiler Radar-KBot		1	1	0.012	0.041	530	1	1		16	Standby	640	TANKSH2							1																								limit CORVOYR 2				1	1																																																																
ReImagined HPI Compile\ReIm_Units\CORVP.UNITINFO	CORVP	1	CORE	CORVP	PAMT	Vehicle Plant	Produces Vehicles	7	7	1100	600	2550	0	10	0	6700	100	0	1	1	1	0	215	0	TANKPLANT	100	100	LARGE_BUILDINGEX	LARGE_BUILDING	CORE PLANT CTRL_F LEVEL1 NOWEAPON NOTAIR NOTSUB 	PLANT	Copyright 1997 Humongous Entertainment. All rights reserved.	yyoooyy yyoooyy ooooooo oocccoo oocccoo oocccoo oocccoo	corvp_dead	Fahrzeugfabrik	Tech Level 1	150	Usine de véhicules	Niveau Tech 1	1	2	1	1	1	1	1	Planta Constr. Vehículos 	Produce vehículos	Fabbrica Veicoli	Produce veicoli	1														2048																																																																																																		
ReImagined HPI Compile\ReIm_Units\CORVRAD.UNITINFO	CORVRAD	1	CORE	CORVRAD		Informer	Mobile Radar	3	3	1209	86	510	0	16	11	4223	0	1	0	1	1	0	210	1120	CORE_VEHICLE	0	0	BIG_UNITEX	BIG_UNIT	CORE TANK NOWEAPON RAD LEVEL2 NOTAIR NOTSUB CTRL_R	TANK	Copyright 1997 Humongous Entertainment. All rights reserved.		armjam_dead	Informer	Mobiles Radar	151	Scrutator	Radar mobile			1	1	1	1	1	Informer	Radar móvil	Informer	Radar mobile	1	1	1.4	0.012	0.03	210	1	1		11	Standby	640	TANKSH3																																			1	1																																																																
